,id,crystal_system,point_group
19166,mp-1264,cubic,m-3m
19167,mp-1264151,orthorhombic,mmm
19168,mp-1264530,orthorhombic,mmm
19169,mp-1265,cubic,m-3m
19170,mp-12651,cubic,23
19171,mp-1265399,triclinic,1
19172,mp-1266,cubic,m-3m
19173,mp-12660,cubic,m-3m
19174,mp-12661,cubic,m-3m
19175,mp-1266326,triclinic,1
19176,mp-12668,trigonal,-3m
19177,mp-12669,trigonal,-3m
19178,mp-12670,trigonal,-3m
19179,mp-12671,trigonal,-3m
19180,mp-12672,trigonal,-3m
19181,mp-12673,trigonal,-3m
19182,mp-12674,cubic,m-3m
19183,mp-12675,tetragonal,4/mmm
19184,mp-1267691,tetragonal,4mm
19185,mp-1268088,triclinic,1
19186,mp-12681,trigonal,3m
19187,mp-1268190,hexagonal,6/m
19188,mp-1268191,hexagonal,6/m
19189,mp-12682,trigonal,3m
19190,mp-12684,orthorhombic,mmm
19191,mp-1269,cubic,m-3m
19192,mp-12693,tetragonal,4/mmm
19193,mp-12696,hexagonal,-6m2
19194,mp-127,cubic,m-3m
19195,mp-12701,orthorhombic,mmm
19196,mp-12703,hexagonal,-6m2
19197,mp-12710,hexagonal,-6m2
19198,mp-1271276,orthorhombic,mm2
19199,mp-1271286,orthorhombic,mmm
19200,mp-1271295,orthorhombic,mmm
19201,mp-1271562,orthorhombic,mmm
19202,mp-12716,tetragonal,4/mmm
19203,mp-1271679,trigonal,-3m
19204,mp-1271693,orthorhombic,mmm
19205,mp-12718,cubic,-43m
19206,mp-12719,cubic,-43m
19207,mp-1272,cubic,m-3m
19208,mp-1272139,trigonal,-3m
19209,mp-12723,orthorhombic,mmm
19210,mp-12724,orthorhombic,mmm
19211,mp-12725,cubic,m-3m
19212,mp-1272524,triclinic,-1
19213,mp-1272749,monoclinic,2/m
19214,mp-1272771,monoclinic,2
19215,mp-1273331,monoclinic,2/m
19216,mp-12734,hexagonal,6/mmm
19217,mp-12736,tetragonal,4/mmm
19218,mp-12737,tetragonal,4/mmm
19219,mp-1274,hexagonal,6/mmm
19220,mp-12742,tetragonal,4/mmm
19221,mp-12743,monoclinic,2/m
19222,mp-1274544,triclinic,-1
19223,mp-1275,cubic,m-3m
19224,mp-12750,tetragonal,4/mmm
19225,mp-12752,hexagonal,6/mmm
19226,mp-12753,cubic,m-3m
19227,mp-1275414,triclinic,-1
19228,mp-12759,orthorhombic,mmm
19229,mp-12760,hexagonal,-6m2
19230,mp-12761,tetragonal,4/mmm
19231,mp-12762,cubic,m-3m
19232,mp-12763,cubic,m-3m
19233,mp-1276338,tetragonal,4mm
19234,mp-1276359,monoclinic,2/m
19235,mp-12764,tetragonal,4/mmm
19236,mp-12765,tetragonal,4/mmm
19237,mp-12769,tetragonal,4/mmm
19238,mp-12770,tetragonal,4/mmm
19239,mp-12771,cubic,m-3m
19240,mp-12772,tetragonal,4/mmm
19241,mp-12773,tetragonal,4/mmm
19242,mp-12776,tetragonal,-42m
19243,mp-12777,cubic,m-3m
19244,mp-12778,cubic,m-3m
19245,mp-12779,hexagonal,6mm
19246,mp-1278,tetragonal,4/mmm
19247,mp-12781,orthorhombic,mmm
19248,mp-12782,orthorhombic,mmm
19249,mp-12783,tetragonal,4/mmm
19250,mp-1278619,triclinic,-1
19251,mp-1279,hexagonal,-6m2
19252,mp-12791,hexagonal,6mm
19253,mp-12793,cubic,m-3m
19254,mp-12794,tetragonal,4/mmm
19255,mp-1279742,triclinic,-1
19256,mp-12798,cubic,m-3m
19257,mp-1279979,trigonal,-3m
19258,mp-128,trigonal,-3
19259,mp-1280,cubic,m-3m
19260,mp-12801,cubic,m-3m
19261,mp-12802,orthorhombic,mmm
19262,mp-12804,tetragonal,4mm
19263,mp-12806,orthorhombic,mm2
19264,mp-1281,tetragonal,4/mmm
19265,mp-1281224,orthorhombic,mmm
19266,mp-12813,orthorhombic,mmm
19267,mp-1281811,orthorhombic,mm2
19268,mp-1282,cubic,m-3m
19269,mp-1283030,triclinic,-1
19270,mp-1283577,monoclinic,2/m
19271,mp-1285,orthorhombic,mmm
19272,mp-1285046,monoclinic,2/m
19273,mp-12854,tetragonal,-42m
19274,mp-12855,tetragonal,-42m
19275,mp-12856,trigonal,-3m
19276,mp-12857,tetragonal,4/mmm
19277,mp-1286074,triclinic,-1
19278,mp-12863,tetragonal,4/mmm
19279,mp-1286995,monoclinic,m
19280,mp-1287184,triclinic,-1
19281,mp-12872,tetragonal,4/mmm
19282,mp-12874,cubic,m-3m
19283,mp-12875,tetragonal,4/mmm
19284,mp-12883,monoclinic,2/m
19285,mp-12884,tetragonal,4/m
19286,mp-12892,hexagonal,6/mmm
19287,mp-12894,trigonal,-3m
19288,mp-12899,orthorhombic,mmm
19289,mp-129,cubic,m-3m
19290,mp-12900,orthorhombic,mmm
19291,mp-12901,hexagonal,-6m2
19292,mp-12902,tetragonal,-42m
19293,mp-12903,tetragonal,-42m
19294,mp-12904,tetragonal,-42m
19295,mp-12908,trigonal,-3m
19296,mp-1291,cubic,m-3m
19297,mp-12910,orthorhombic,mmm
19298,mp-12919,tetragonal,4mm
19299,mp-12920,tetragonal,4mm
19300,mp-12921,tetragonal,4mm
19301,mp-12922,tetragonal,4mm
19302,mp-1294,cubic,m-3m
19303,mp-12940,tetragonal,4/mmm
19304,mp-12947,hexagonal,6/mmm
19305,mp-12951,hexagonal,-6m2
19306,mp-12952,hexagonal,-6m2
19307,mp-12953,trigonal,-3m
19308,mp-12954,tetragonal,-42m
19309,mp-12957,monoclinic,2/m
19310,mp-1296,cubic,m-3m
19311,mp-12961,hexagonal,-6m2
19312,mp-12962,hexagonal,-6m2
19313,mp-1297083,triclinic,-1
19314,mp-12972,hexagonal,-6m2
19315,mp-12979,cubic,m-3m
19316,mp-1298,hexagonal,6/mmm
19317,mp-12981,cubic,m-3m
19318,mp-12982,cubic,m-3m
19319,mp-12983,cubic,m-3m
19320,mp-12985,tetragonal,4/mmm
19321,mp-12986,tetragonal,4/mmm
19322,mp-12987,orthorhombic,mm2
19323,mp-1299,tetragonal,4/mmm
19324,mp-12990,hexagonal,6/mmm
19325,mp-12996,orthorhombic,mmm
19326,mp-13,cubic,m-3m
19327,mp-130,trigonal,-3m
19328,mp-13010,orthorhombic,mmm
19329,mp-1302,cubic,m-3m
19330,mp-13031,cubic,-43m
19331,mp-13032,cubic,-43m
19332,mp-13033,cubic,-43m
19333,mp-13034,cubic,-43m
19334,mp-13035,cubic,m-3m
19335,mp-13036,hexagonal,-6m2
19336,mp-13037,orthorhombic,mmm
19337,mp-13038,trigonal,-3m
19338,mp-13039,trigonal,-3m
19339,mp-13041,trigonal,-3m
19340,mp-13045,orthorhombic,mmm
19341,mp-13051,hexagonal,6/mmm
19342,mp-13053,orthorhombic,mmm
19343,mp-13060,trigonal,-3m
19344,mp-13061,trigonal,-3m
19345,mp-13063,trigonal,-3m
19346,mp-13064,trigonal,-3m
19347,mp-13065,trigonal,-3m
19348,mp-13066,trigonal,-3m
19349,mp-13067,trigonal,-3m
19350,mp-13068,trigonal,-3m
19351,mp-13069,trigonal,-3m
19352,mp-1307,cubic,m-3m
19353,mp-13070,hexagonal,6/mmm
19354,mp-13071,hexagonal,6/mmm
19355,mp-13072,tetragonal,4mm
19356,mp-13074,hexagonal,-6m2
19357,mp-13076,orthorhombic,mmm
19358,mp-13079,cubic,-43m
19359,mp-13082,cubic,-43m
19360,mp-13085,cubic,-43m
19361,mp-1308540,triclinic,-1
19362,mp-13089,orthorhombic,mm2
19363,mp-13090,hexagonal,-6m2
19364,mp-13092,hexagonal,-6m2
19365,mp-13094,orthorhombic,mmm
19366,mp-13095,hexagonal,-6m2
19367,mp-13097,tetragonal,4/mmm
19368,mp-13098,cubic,m-3m
19369,mp-13099,cubic,-43m
19370,mp-131,hexagonal,6/mmm
19371,mp-1310,cubic,m-3m
19372,mp-13100,cubic,m-3m
19373,mp-13108,tetragonal,4mm
19374,mp-13116,cubic,-43m
19375,mp-13117,cubic,-43m
19376,mp-13118,hexagonal,6/mmm
19377,mp-13119,hexagonal,6mm
19378,mp-13120,tetragonal,4mm
19379,mp-13121,tetragonal,4mm
19380,mp-13122,tetragonal,4mm
19381,mp-13123,tetragonal,4mm
19382,mp-13125,tetragonal,4mm
19383,mp-13126,hexagonal,6mm
19384,mp-13132,cubic,m-3m
19385,mp-13136,cubic,m-3m
19386,mp-13137,hexagonal,6/mmm
19387,mp-13138,hexagonal,6/mmm
19388,mp-13141,cubic,m-3m
19389,mp-13146,trigonal,-3m
19390,mp-13149,hexagonal,-6m2
19391,mp-1315,cubic,m-3m
19392,mp-13150,trigonal,3m
19393,mp-13151,tetragonal,4/mmm
19394,mp-13152,tetragonal,4/mmm
19395,mp-13154,hexagonal,622
19396,mp-13155,tetragonal,4/mmm
19397,mp-13156,tetragonal,4/mmm
19398,mp-13161,cubic,m-3m
19399,mp-13162,tetragonal,4/mmm
19400,mp-13164,tetragonal,4/mmm
19401,mp-13166,trigonal,-3m
19402,mp-13171,hexagonal,-6m2
19403,mp-13172,cubic,-43m
19404,mp-13173,hexagonal,6/mmm
19405,mp-13174,cubic,-43m
19406,mp-13175,cubic,m-3m
19407,mp-13178,hexagonal,6/mmm
19408,mp-13181,cubic,m-3m
19409,mp-1319,hexagonal,6/mmm
19410,mp-132,hexagonal,6/mmm
19411,mp-13200,hexagonal,6mm
19412,mp-1320002,monoclinic,2
19413,mp-13202,hexagonal,6mm
19414,mp-13203,hexagonal,6mm
19415,mp-13206,trigonal,-3m
19416,mp-13207,trigonal,-3m
19417,mp-13208,tetragonal,4/mmm
19418,mp-13212,hexagonal,6mm
19419,mp-13240,cubic,-43m
19420,mp-13250,hexagonal,-6m2
19421,mp-13254,cubic,m-3m
19422,mp-1326,cubic,m-3m
19423,mp-13263,monoclinic,2/m
19424,mp-13264,monoclinic,2/m
19425,mp-13265,hexagonal,-6m2
19426,mp-1327,cubic,m-3m
19427,mp-13270,orthorhombic,mmm
19428,mp-13272,hexagonal,-6m2
19429,mp-13274,monoclinic,2
19430,mp-13275,hexagonal,-6m2
19431,mp-13276,hexagonal,6/mmm
19432,mp-13277,hexagonal,6/mmm
19433,mp-1328,cubic,m-3m
19434,mp-13286,hexagonal,6mm
19435,mp-13287,tetragonal,4/mmm
19436,mp-1329,tetragonal,4/mmm
19437,mp-133,cubic,m-3m
19438,mp-1330,cubic,m-3m
19439,mp-13302,hexagonal,6mm
19440,mp-13303,hexagonal,6mm
19441,mp-13305,cubic,-43m
19442,mp-13306,cubic,-43m
19443,mp-13308,cubic,-43m
19444,mp-1331,hexagonal,6/mmm
19445,mp-13311,hexagonal,-6m2
19446,mp-13312,hexagonal,6/mmm
19447,mp-13313,trigonal,-3m
19448,mp-13314,trigonal,-3m
19449,mp-13322,cubic,m-3m
19450,mp-13339,tetragonal,4/mmm
19451,mp-1334,trigonal,-3m
19452,mp-1335,cubic,m-3m
19453,mp-1336,tetragonal,4/mmm
19454,mp-13363,monoclinic,2/m
19455,mp-1337,monoclinic,2/m
19456,mp-13382,hexagonal,-6m2
19457,mp-1339,cubic,m-3m
19458,mp-13392,orthorhombic,mmm
19459,mp-13396,cubic,m-3m
19460,mp-13398,tetragonal,4/mmm
19461,mp-13399,tetragonal,4/mmm
19462,mp-134,cubic,m-3m
19463,mp-13400,tetragonal,4/mmm
19464,mp-13401,tetragonal,4/mmm
19465,mp-13405,tetragonal,4/mmm
19466,mp-13406,hexagonal,6mm
19467,mp-13407,hexagonal,6mm
19468,mp-1342,cubic,m-3m
19469,mp-1343,cubic,m-3m
19470,mp-13430,orthorhombic,mmm
19471,mp-13431,orthorhombic,mmm
19472,mp-13432,orthorhombic,mmm
19473,mp-13434,cubic,-43m
19474,mp-13435,cubic,-43m
19475,mp-13436,cubic,-43m
19476,mp-13446,hexagonal,-6m2
19477,mp-13449,hexagonal,6/mmm
19478,mp-13452,tetragonal,4/mmm
19479,mp-13453,orthorhombic,mmm
19480,mp-13463,tetragonal,4/mmm
19481,mp-13466,tetragonal,4/mmm
19482,mp-13467,tetragonal,4/mmm
19483,mp-13473,tetragonal,4/mmm
19484,mp-13474,hexagonal,-6m2
19485,mp-13478,orthorhombic,mmm
19486,mp-13480,cubic,m-3m
19487,mp-1349,cubic,m-3m
19488,mp-13495,orthorhombic,mmm
19489,mp-13496,cubic,m-3m
19490,mp-13497,tetragonal,4/mmm
19491,mp-13498,tetragonal,4/mmm
19492,mp-135,cubic,m-3m
19493,mp-13501,orthorhombic,mm2
19494,mp-13502,orthorhombic,mm2
19495,mp-13512,orthorhombic,mmm
19496,mp-13513,orthorhombic,mmm
19497,mp-1352,cubic,m-3m
19498,mp-13520,orthorhombic,mmm
19499,mp-13525,hexagonal,-6m2
19500,mp-13532,orthorhombic,mmm
19501,mp-13534,hexagonal,-6m2
19502,mp-13535,orthorhombic,mmm
19503,mp-13536,hexagonal,-6m2
19504,mp-13545,trigonal,-3
19505,mp-13548,hexagonal,6/mmm
19506,mp-13572,orthorhombic,mmm
19507,mp-1358,cubic,m-3m
19508,mp-1359,tetragonal,4/mmm
19509,mp-136,hexagonal,6/mmm
19510,mp-13610,trigonal,-3
19511,mp-1363,tetragonal,4/mmm
19512,mp-1364,orthorhombic,mmm
19513,mp-13649,tetragonal,4/mmm
19514,mp-13650,tetragonal,4/mmm
19515,mp-13660,tetragonal,4/mmm
19516,mp-1367,cubic,m-3m
19517,mp-13679,trigonal,-3m
19518,mp-13683,orthorhombic,mmm
19519,mp-13694,trigonal,-3m
19520,mp-13695,trigonal,-3m
19521,mp-13696,trigonal,-3m
19522,mp-1373,cubic,m-3m
19523,mp-1378,orthorhombic,mmm
19524,mp-1379,orthorhombic,mmm
19525,mp-1380,tetragonal,4/mmm
19526,mp-13819,cubic,m-3m
19527,mp-1384,hexagonal,6/mmm
19528,mp-1385,orthorhombic,mmm
19529,mp-1386,cubic,m-3m
19530,mp-1387,cubic,m-3m
19531,mp-13870,trigonal,3m
19532,mp-1388,cubic,m-3m
19533,mp-139,hexagonal,6/mmm
19534,mp-13903,trigonal,-3
19535,mp-13906,trigonal,-3
19536,mp-13907,trigonal,-3
19537,mp-1391,trigonal,-3m
19538,mp-13910,tetragonal,4/mmm
19539,mp-13911,tetragonal,4/mmm
19540,mp-13914,cubic,m-3m
19541,mp-13915,cubic,m-3m
19542,mp-13918,tetragonal,4/mmm
19543,mp-1394,cubic,m-3m
19544,mp-13946,trigonal,-3m
19545,mp-13947,trigonal,-3m
19546,mp-13948,trigonal,-3m
19547,mp-13949,tetragonal,-4
19548,mp-1395,cubic,m-3m
19549,mp-13955,tetragonal,4/mmm
19550,mp-13962,tetragonal,4/mmm
19551,mp-13963,tetragonal,4/mmm
19552,mp-13964,tetragonal,4/mmm
19553,mp-13971,trigonal,-3m
19554,mp-13972,trigonal,-3m
19555,mp-13973,trigonal,-3m
19556,mp-13974,trigonal,-3m
19557,mp-13975,trigonal,-3m
19558,mp-13976,trigonal,-3m
19559,mp-13983,trigonal,-3
19560,mp-13984,trigonal,-3
19561,mp-1399,monoclinic,2/m
19562,mp-13992,orthorhombic,mmm
19563,mp-14,trigonal,32
19564,mp-140,tetragonal,4/mmm
19565,mp-1400,cubic,m-3m
19566,mp-14006,trigonal,-3m
19567,mp-1401,cubic,m-3m
19568,mp-14017,hexagonal,6/mmm
19569,mp-14018,hexagonal,6/mmm
19570,mp-14019,orthorhombic,mmm
19571,mp-1402,cubic,m-3m
19572,mp-14024,trigonal,-3m
19573,mp-1404,orthorhombic,mmm
19574,mp-1405,orthorhombic,mmm
19575,mp-1406,cubic,m-3m
19576,mp-14069,cubic,m-3m
19577,mp-14070,cubic,m-3m
19578,mp-1408,cubic,m-3m
19579,mp-14088,cubic,m-3m
19580,mp-14089,tetragonal,-42m
19581,mp-14090,tetragonal,-42m
19582,mp-14091,tetragonal,-42m
19583,mp-14092,tetragonal,-42m
19584,mp-14093,trigonal,-3m
19585,mp-14099,cubic,m-3m
19586,mp-141,hexagonal,6/mmm
19587,mp-1410,cubic,m-3m
19588,mp-14105,cubic,m-3m
19589,mp-1411,orthorhombic,mm2
19590,mp-14115,trigonal,-3m
19591,mp-14116,trigonal,-3m
19592,mp-1412,cubic,m-3m
19593,mp-1413,orthorhombic,mmm
19594,mp-1415,cubic,m-3m
19595,mp-1416,tetragonal,4/mmm
19596,mp-1418,cubic,m-3m
19597,mp-142,orthorhombic,mmm
19598,mp-14205,trigonal,-3m
19599,mp-14206,trigonal,-3m
19600,mp-14208,hexagonal,-6m2
19601,mp-14209,hexagonal,-6m2
19602,mp-14210,hexagonal,-6m2
19603,mp-1422,cubic,m-3m
19604,mp-14222,cubic,m-3m
19605,mp-1423,tetragonal,4/mmm
19606,mp-14232,tetragonal,-42m
19607,mp-1424,orthorhombic,mmm
19608,mp-1425,cubic,m-3m
19609,mp-14254,cubic,m-3m
19610,mp-1429,hexagonal,6/mmm
19611,mp-143,hexagonal,6/mmm
19612,mp-1431,cubic,23
19613,mp-1432,cubic,m-3m
19614,mp-14336,orthorhombic,mmm
19615,mp-14338,orthorhombic,mmm
19616,mp-1434,trigonal,3m
19617,mp-1436,orthorhombic,mmm
19618,mp-1437,cubic,m-3m
19619,mp-1438,cubic,m-3m
19620,mp-144,hexagonal,6/mmm
19621,mp-1441,tetragonal,4/mmm
19622,mp-14437,trigonal,-3m
19623,mp-1444,orthorhombic,mmm
19624,mp-1447,cubic,m-3m
19625,mp-1448,orthorhombic,mmm
19626,mp-145,hexagonal,6/mmm
19627,mp-1451,orthorhombic,mmm
19628,mp-1453,cubic,m-3m
19629,mp-14549,cubic,m-3m
19630,mp-1458,cubic,m-3m
19631,mp-1459,hexagonal,-6m2
19632,mp-146,cubic,m-3m
19633,mp-14625,tetragonal,4mm
19634,mp-1463,cubic,m-3m
19635,mp-147,trigonal,-3
19636,mp-1471,cubic,m-3m
19637,mp-1472,hexagonal,6/mmm
19638,mp-1474,monoclinic,2/m
19639,mp-1476,cubic,m-3m
19640,mp-14769,tetragonal,4/mmm
19641,mp-1479,cubic,-43m
19642,mp-14790,trigonal,-3m
19643,mp-14791,trigonal,-3m
19644,mp-14793,hexagonal,6/mmm
19645,mp-148,orthorhombic,mmm
19646,mp-1481,cubic,m-3m
19647,mp-1483,cubic,23
19648,mp-1486,cubic,m-3m
19649,mp-1487,cubic,m-3m
19650,mp-149,cubic,m-3m
19651,mp-1491,hexagonal,6/mmm
19652,mp-1492,trigonal,32
19653,mp-1495,cubic,m-3m
19654,mp-1497,hexagonal,6/mmm
19655,mp-14983,triclinic,1
19656,mp-150,cubic,m-3m
19657,mp-1500,cubic,m-3m
19658,mp-1502,cubic,m-3m
19659,mp-1505,cubic,m-3m
19660,mp-1507,orthorhombic,mmm
19661,mp-151,cubic,m-3m
19662,mp-1515,orthorhombic,mmm
19663,mp-15157,tetragonal,4/mmm
19664,mp-1518,cubic,m-3m
19665,mp-1519,cubic,m-3m
19666,mp-1522,orthorhombic,mmm
19667,mp-15226,trigonal,3m
19668,mp-1525,cubic,m-3m
19669,mp-1526,tetragonal,4/mmm
19670,mp-1527,orthorhombic,mmm
19671,mp-1529,cubic,m-3m
19672,mp-15293,tetragonal,4/mmm
19673,mp-15297,hexagonal,-6m2
19674,mp-153,hexagonal,6/mmm
19675,mp-15322,hexagonal,-6m2
19676,mp-15325,monoclinic,2/m
19677,mp-1533,cubic,m-3m
19678,mp-1534,cubic,m-3m
19679,mp-1535,hexagonal,6/mmm
19680,mp-1538990,trigonal,-3
19681,mp-1539,hexagonal,-6m2
19682,mp-1539213,trigonal,-3
19683,mp-1539330,trigonal,-3
19684,mp-1539332,trigonal,-3
19685,mp-1539819,trigonal,-3
19686,mp-154,cubic,23
19687,mp-1540,cubic,m-3m
19688,mp-1540758,trigonal,-3
19689,mp-1540855,trigonal,-3
19690,mp-1540935,trigonal,-3m
19691,mp-1541,cubic,-43m
19692,mp-1541180,trigonal,-3
19693,mp-1541477,trigonal,-3
19694,mp-1541531,trigonal,-3
19695,mp-1541909,orthorhombic,mmm
19696,mp-1542,hexagonal,6/mmm
19697,mp-1542401,trigonal,-3
19698,mp-1542604,trigonal,-3
19699,mp-1542727,trigonal,-3
19700,mp-1542973,trigonal,-3
19701,mp-1543,orthorhombic,mmm
19702,mp-1543154,trigonal,-3
19703,mp-1545,cubic,m-3m
19704,mp-1546,cubic,m-3m
19705,mp-1547,trigonal,3m
19706,mp-1548,cubic,m-3m
19707,mp-1549,cubic,m-3m
19708,mp-155,hexagonal,6/mmm
19709,mp-1550,cubic,-43m
19710,mp-1551,monoclinic,2/m
19711,mp-1553,hexagonal,6/mmm
19712,mp-1555,cubic,m-3m
19713,mp-1558,cubic,m-3m
19714,mp-156,cubic,m-3m
19715,mp-1560,cubic,m-3m
19716,mp-15608,tetragonal,4/mmm
19717,mp-1561,cubic,m-3m
19718,mp-15622,monoclinic,2/m
19719,mp-15624,tetragonal,4/mmm
19720,mp-1563,orthorhombic,mmm
19721,mp-15637,trigonal,-3
19722,mp-15638,trigonal,-3
19723,mp-15639,trigonal,-3
19724,mp-1564,cubic,m-3m
19725,mp-1565,cubic,m-3m
19726,mp-15650,orthorhombic,mmm
19727,mp-15651,trigonal,3m
19728,mp-15652,trigonal,-3m
19729,mp-15653,orthorhombic,mmm
19730,mp-15657,hexagonal,-6m2
19731,mp-1566,hexagonal,6/mmm
19732,mp-15660,cubic,m-3m
19733,mp-15668,hexagonal,6/mmm
19734,mp-15669,monoclinic,2/m
19735,mp-15671,orthorhombic,mmm
19736,mp-15679,hexagonal,6/mmm
19737,mp-15681,monoclinic,2/m
19738,mp-15683,hexagonal,-6m2
19739,mp-15684,orthorhombic,mmm
19740,mp-15685,orthorhombic,mmm
19741,mp-15686,hexagonal,6/mmm
19742,mp-15687,hexagonal,-6m2
19743,mp-1569,cubic,m-3m
19744,mp-15697,tetragonal,4/mmm
19745,mp-157,orthorhombic,mmm
19746,mp-1570,cubic,m-3m
19747,mp-15701,tetragonal,-42m
19748,mp-15702,tetragonal,-42m
19749,mp-15703,tetragonal,-42m
19750,mp-15704,tetragonal,-42m
19751,mp-15709,hexagonal,6/mmm
19752,mp-1571,cubic,m-3m
19753,mp-1572,hexagonal,-6m2
19754,mp-15722,orthorhombic,mmm
19755,mp-15724,cubic,m-3m
19756,mp-1575,monoclinic,2/m
19757,mp-1576,cubic,m-3m
19758,mp-15776,tetragonal,-4
19759,mp-15777,tetragonal,-4
19760,mp-15778,cubic,-43m
19761,mp-15779,trigonal,-3m
19762,mp-1578,cubic,m-3m
19763,mp-15780,tetragonal,4/mmm
19764,mp-15781,trigonal,-3m
19765,mp-15782,trigonal,-3m
19766,mp-15783,trigonal,-3m
19767,mp-15784,trigonal,-3m
19768,mp-15785,trigonal,-3m
19769,mp-15786,trigonal,-3m
19770,mp-15787,trigonal,-3m
19771,mp-15788,trigonal,-3m
19772,mp-15789,trigonal,-3m
19773,mp-1579,tetragonal,4/mmm
19774,mp-15790,trigonal,-3m
19775,mp-15791,trigonal,-3m
19776,mp-15792,trigonal,-3m
19777,mp-15793,trigonal,-3m
19778,mp-15794,trigonal,-3m
19779,mp-15795,trigonal,-3m
19780,mp-15796,trigonal,-3m
19781,mp-15797,trigonal,-3m
19782,mp-15799,hexagonal,6/mmm
19783,mp-158,orthorhombic,mmm
19784,mp-1580,cubic,m-3m
19785,mp-15800,trigonal,-3m
19786,mp-15801,trigonal,-3m
19787,mp-15805,cubic,m-3m
19788,mp-15809,tetragonal,4/mmm
19789,mp-15820,hexagonal,-6m2
19790,mp-15821,hexagonal,-6m2
19791,mp-15822,hexagonal,-6m2
19792,mp-15837,tetragonal,4/m
19793,mp-15839,hexagonal,6mm
19794,mp-1584,cubic,m-3m
19795,mp-1585,cubic,m-3m
19796,mp-15856,cubic,m-3m
19797,mp-1586,cubic,m-3m
19798,mp-159,cubic,m-3m
19799,mp-1591,trigonal,-3m
19800,mp-1594,hexagonal,6/mmm
19801,mp-1595,monoclinic,2/m
19802,mp-15951,trigonal,32
19803,mp-15956,orthorhombic,mmm
19804,mp-15963,hexagonal,-6m2
19805,mp-15968,tetragonal,4/mmm
19806,mp-1598,hexagonal,6/mmm
19807,mp-15985,hexagonal,-6m2
19808,mp-15986,trigonal,-3m
19809,mp-15987,hexagonal,-6m2
19810,mp-15988,cubic,-43m
19811,mp-1599,monoclinic,m
19812,mp-1601,tetragonal,4/mmm
19813,mp-1602,orthorhombic,mmm
19814,mp-1603,cubic,m-3m
19815,mp-16032,tetragonal,4/mmm
19816,mp-16033,tetragonal,4/mmm
19817,mp-16035,tetragonal,4/mmm
19818,mp-16036,tetragonal,4/mmm
19819,mp-16037,tetragonal,4/mmm
19820,mp-16052,trigonal,-3m
19821,mp-1606,hexagonal,6/mmm
19822,mp-1607,hexagonal,6/mmm
19823,mp-1608,cubic,m-3m
19824,mp-1609,cubic,m-3m
19825,mp-1610,cubic,m-3m
19826,mp-1611,cubic,m-3m
19827,mp-162,cubic,m-3m
19828,mp-1620,tetragonal,4/mmm
19829,mp-16226,trigonal,3m
19830,mp-16228,cubic,m-3m
19831,mp-1623,cubic,m-3m
19832,mp-16236,tetragonal,4/mmm
19833,mp-16237,tetragonal,4/mmm
19834,mp-16238,cubic,-43m
19835,mp-16240,orthorhombic,mmm
19836,mp-16241,hexagonal,-6m2
19837,mp-16245,hexagonal,6/mmm
19838,mp-16246,cubic,-43m
19839,mp-1625,cubic,m-3m
19840,mp-16251,tetragonal,4/mmm
19841,mp-16254,hexagonal,6/mmm
19842,mp-16258,hexagonal,-6m2
19843,mp-16259,tetragonal,4/mmm
19844,mp-16260,tetragonal,4/mmm
19845,mp-16261,tetragonal,4/mmm
19846,mp-16263,hexagonal,6/mmm
19847,mp-16266,hexagonal,6/mmm
19848,mp-16268,cubic,m-3m
19849,mp-16271,cubic,m-3m
19850,mp-16275,tetragonal,4/mmm
19851,mp-1628,hexagonal,6/mmm
19852,mp-16287,cubic,m-3m
19853,mp-16290,cubic,m-3m
19854,mp-16297,cubic,m-3m
19855,mp-1630,cubic,m-3m
19856,mp-16304,hexagonal,-6m2
19857,mp-16305,hexagonal,-6m2
19858,mp-16313,cubic,-43m
19859,mp-16314,cubic,-43m
19860,mp-16315,tetragonal,4/mmm
19861,mp-16318,trigonal,3m
19862,mp-16319,hexagonal,6/mmm
19863,mp-16320,cubic,m-3m
19864,mp-16321,hexagonal,6/mmm
19865,mp-16326,hexagonal,-6m2
19866,mp-16327,cubic,-43m
19867,mp-16328,cubic,m-3m
19868,mp-16329,cubic,-43m
19869,mp-16331,cubic,m-3m
19870,mp-16334,cubic,m-3m
19871,mp-16337,tetragonal,-4
19872,mp-1634,hexagonal,6/mmm
19873,mp-16340,hexagonal,-6m2
19874,mp-16341,cubic,m-3m
19875,mp-16342,orthorhombic,mmm
19876,mp-16343,cubic,-43m
19877,mp-16349,cubic,m-3m
19878,mp-1635,cubic,m-3m
19879,mp-16358,cubic,m-3m
19880,mp-1636,cubic,m-3m
19881,mp-16364,cubic,-43m
19882,mp-16365,cubic,-43m
19883,mp-16366,cubic,m-3m
19884,mp-16376,cubic,-43m
19885,mp-16378,cubic,m-3m
19886,mp-1638,cubic,m-3m
19887,mp-1639,cubic,-43m
19888,mp-1640,trigonal,-3m
19889,mp-1641,hexagonal,6/mmm
19890,mp-16421,tetragonal,-42m
19891,mp-1644,tetragonal,4/mmm
19892,mp-1646,cubic,m-3m
19893,mp-16472,trigonal,-3m
19894,mp-16479,cubic,m-3m
19895,mp-16481,hexagonal,6/mmm
19896,mp-16482,cubic,m-3m
19897,mp-1649,cubic,m-3m
19898,mp-16493,orthorhombic,mmm
19899,mp-16494,cubic,m-3m
19900,mp-16495,cubic,m-3m
19901,mp-16497,cubic,m-3m
